Registration Number,Name,CGPA,Projects,Internships,Courses,No_of_Certs,Certifications,LeetCode Score,Placement Status,Company Portfolio,10th Grade Percentage,12th Grade Percentage,CTC,IQ,Gender,Skills,Skill Score
20ECE0020,Dr. Kaitlyn Smith,7.36,7,"['ML/AI', 'Business Management']","['Cloud Engineer', 'System Design', 'Cloud Engineer', 'System Design']",4,6,248,Placed,REGULAR,85,81,6 LPA,105,Male,"['Database Management', 'Python']",4
20EEE0114,Joyce Mercado,7.33,5,"['Cloud Engineer', 'Robotics']","['CSC Frontend', 'VLSI', 'VLSI', 'CSC Frontend']",4,3,49,Not Placed,None,65,63,15 LPA,139,Female,['Database Management'],9
20EEE0038,Kimberly Jensen,6.1,7,['Business Management'],"['CSC Backend', 'CSC Backend', 'Chip Design', 'VLSI']",4,4,79,Placed,DREAM,94,72,25 LPA,97,Male,"['Web Development', 'Communication', 'Python']",5
20CSE0007,Taylor Smith,7.06,10,['ML/AI'],['ML Engineer'],1,8,78,Not Placed,None,62,78,25 LPA,140,Female,"['Machine Learning', 'Communication', 'Data Analysis']",5
20EEE0235,Pamela Townsend,7.0,8,"['System Design', 'UI Design', 'Hardware Engineer']","['VLSI', 'VLSI']",2,2,351,Not Placed,None,87,77,8 LPA,141,Male,"['Python', 'Java']",4
20CSE0308,Paul Chambers,7.59,4,['Business Management'],['Chip Design'],1,9,325,Not Placed,None,67,68,60 LPA,99,Male,"['Data Analysis', 'Web Development', 'C++', 'Java']",3
20ECE0231,Victoria Cook,6.06,1,"['ML/AI', 'Software Engineer']",['System Design'],1,0,158,Not Placed,None,77,61,4 LPA,131,Male,"['Web Development', 'Database Management', 'Machine Learning', 'Data Analysis']",6
20CSE0078,Sara Estrada,8.76,6,"['UI Design', 'Business Management', 'ML/AI']",['VLSI'],1,9,487,Placed,SUPER DREAM,72,77,30 LPA,134,Female,"['C++', 'Python']",5
20ECE0187,Olivia Green,7.98,10,['Hardware Engineer'],"['System Design', 'CSC Backend', 'Cloud Engineer', 'CSC Frontend']",4,3,435,Not Placed,None,69,61,20 LPA,83,Female,['Communication'],8
20EEE0198,Pamela Watson,9.75,4,"['Chip Design', 'System Design', 'Business Management']","['CSC Frontend', 'CSC Backend', 'ML Engineer', 'Cloud Engineer']",4,7,453,Not Placed,None,78,62,90 LPA,97,Male,"['Web Development', 'Python']",5
20CSE0055,Glenn Howard,8.49,6,"['Business Management', 'ML Engineer']",['System Design'],1,9,422,Placed,DREAM,89,92,50 LPA,133,Male,"['Communication', 'Python', 'Java', 'C++', 'Web Development']",3
20ECE0249,Jeffrey Salazar,8.92,4,['Business Management'],['Cloud Engineer'],1,8,442,Placed,REGULAR,82,75,60 LPA,143,Male,"['Data Analysis', 'Web Development', 'Communication', 'C++']",10
20CSE0158,Brooke Johnson,7.8,5,"['Hardware Engineer', 'UI Design', 'Software Engineer']",['CSC Frontend'],1,4,383,Not Placed,None,72,95,6 LPA,143,Male,"['Python', 'Communication']",1
20EEE0138,Joseph Wilson,9.8,9,"['ML Engineer', 'Robotics', 'ML/AI']","['Chip Design', 'Chip Design', 'Chip Design']",3,3,181,Not Placed,None,100,80,90 LPA,107,Male,"['Communication', 'Java', 'Data Analysis', 'C++']",3
20CSE0153,Juan Nichols,7.29,2,"['ML/AI', 'ML Engineer']","['System Design', 'CSC Backend', 'Cloud Engineer']",3,2,332,Placed,REGULAR,95,91,20 LPA,92,Female,"['Web Development', 'C++', 'Database Management', 'Machine Learning', 'Data Analysis']",1
20CSE0094,Dr. James Mccarthy,7.44,3,"['Business Management', 'ML Engineer', 'Chip Design']","['System Design', 'CSC Backend']",2,6,485,Placed,SUPER DREAM,92,90,30 LPA,89,Male,"['Data Analysis', 'C++', 'Machine Learning', 'Web Development']",10
20ECE0265,Brandon Scott,7.65,7,['Hardware Engineer'],"['Chip Design', 'CSC Backend']",2,0,479,Not Placed,None,83,69,6 LPA,102,Male,['Database Management'],3
20ECE0269,Linda Castaneda,7.47,2,"['UI Design', 'Chip Design', 'Business Management']","['Cloud Engineer', 'Chip Design', 'ML Engineer', 'System Design']",4,10,443,Not Placed,None,89,60,50 LPA,132,Male,"['Web Development', 'Communication']",8
20EEE0136,Jacqueline Harris,8.08,3,"['Hardware Engineer', 'Cloud Engineer']","['CSC Frontend', 'Chip Design', 'Chip Design']",3,5,313,Placed,DREAM,99,71,10 LPA,94,Male,"['Web Development', 'Communication', 'Python', 'Database Management', 'Java']",7
20ECE0252,Cassandra Salas,6.23,7,"['Business Management', 'Cloud Engineer', 'Robotics']","['CSC Backend', 'CSC Backend', 'Chip Design']",3,6,265,Not Placed,None,99,67,15 LPA,139,Female,['Communication'],8
20ECE0045,Kristina Johnson,9.92,10,['ML/AI'],"['Cloud Engineer', 'Cloud Engineer']",2,7,302,Placed,REGULAR,77,84,70 LPA,99,Female,"['Data Analysis', 'Communication', 'Python', 'C++', 'Web Development']",4
20CSE0069,Melissa Daugherty,9.56,2,"['Business Management', 'ML Engineer', 'System Design']",['ML Engineer'],1,6,61,Not Placed,None,88,82,8 LPA,142,Male,"['Machine Learning', 'Web Development', 'Java', 'Communication', 'C++']",8
20ECE0114,Ruben Pennington,7.18,2,['System Design'],"['System Design', 'ML Engineer']",2,3,233,Placed,DREAM,73,85,70 LPA,114,Female,"['Communication', 'Data Analysis', 'C++', 'Python']",7
20EEE0144,Patrick Compton,8.62,10,"['ML Engineer', 'Software Engineer', 'ML/AI']","['Chip Design', 'System Design']",2,6,54,Placed,SUPER DREAM,78,85,50 LPA,111,Male,['C++'],7
20ECE0274,Michelle Perry,7.23,5,"['ML/AI', 'Chip Design']","['Chip Design', 'Cloud Engineer', 'Cloud Engineer', 'Chip Design']",4,3,486,Not Placed,None,61,90,90 LPA,126,Male,['Java'],2
20EEE0108,Loretta Mason,9.54,9,['ML Engineer'],"['Cloud Engineer', 'CSC Frontend', 'CSC Frontend', 'VLSI']",4,7,55,Not Placed,None,84,87,15 LPA,87,Male,"['C++', 'Python', 'Data Analysis', 'Communication']",2
20ECE0067,Edward Jackson,7.66,6,"['UI Design', 'Software Engineer', 'Robotics']","['Cloud Engineer', 'ML Engineer', 'Chip Design', 'CSC Backend']",4,9,148,Not Placed,None,71,71,90 LPA,118,Female,"['Data Analysis', 'Python', 'Database Management', 'Machine Learning', 'Web Development']",7
20CSE0125,Michael Robinson,7.63,5,"['Cloud Engineer', 'Cloud Engineer', 'Software Engineer']",['CSC Backend'],1,4,27,Not Placed,None,77,61,25 LPA,131,Female,"['Java', 'Python']",5
20ECE0264,Troy Butler,8.79,7,"['ML/AI', 'System Design', 'UI Design']","['Chip Design', 'CSC Backend']",2,9,474,Not Placed,None,100,68,60 LPA,117,Male,"['Machine Learning', 'Communication', 'Python', 'Web Development', 'Java']",9
20EEE0002,Katelyn Mullins,7.58,10,"['System Design', 'ML Engineer', 'ML Engineer']","['System Design', 'CSC Backend']",2,6,304,Placed,DREAM,64,96,10 LPA,130,Male,"['Database Management', 'Python', 'Data Analysis']",5
20CSE0121,Kyle Mitchell,7.36,1,"['ML/AI', 'ML/AI']","['System Design', 'CSC Frontend', 'CSC Backend']",3,7,32,Not Placed,None,96,83,50 LPA,85,Female,"['Database Management', 'Data Analysis', 'Web Development']",3
20CSE0272,Crystal Howard,9.87,1,['Business Management'],"['CSC Backend', 'VLSI', 'System Design', 'CSC Frontend']",4,7,499,Placed,REGULAR,73,70,70 LPA,139,Female,['Java'],5
20ECE0080,Jill Kemp,6.59,6,"['Business Management', 'Chip Design', 'Hardware Engineer']",['CSC Backend'],1,0,432,Not Placed,None,79,83,10 LPA,147,Female,['Data Analysis'],7
20CSE0077,Kristi Mcbride,7.67,5,"['Hardware Engineer', 'System Design', 'Software Engineer']","['ML Engineer', 'Chip Design', 'System Design']",3,2,116,Placed,DREAM,92,79,10 LPA,122,Male,['Machine Learning'],8
20CSE0039,John Scott,7.71,6,"['Business Management', 'UI Design', 'Software Engineer']","['CSC Frontend', 'CSC Frontend', 'CSC Frontend', 'CSC Frontend']",4,0,358,Placed,SUPER DREAM,87,67,70 LPA,117,Female,"['C++', 'Communication', 'Data Analysis']",4
20EEE0177,Anthony Williams,9.74,10,['System Design'],"['System Design', 'System Design']",2,9,138,Not Placed,None,94,86,40 LPA,125,Male,"['Database Management', 'Java']",3
20CSE0313,Anne Suarez,8.92,7,"['System Design', 'Chip Design']","['CSC Frontend', 'CSC Backend']",2,2,329,Placed,REGULAR,93,81,25 LPA,150,Female,"['Python', 'Java', 'Machine Learning']",2
20EEE0165,Kaylee Taylor,9.12,10,"['UI Design', 'Software Engineer', 'Hardware Engineer']","['Cloud Engineer', 'Cloud Engineer']",2,5,97,Not Placed,None,70,67,90 LPA,130,Female,"['Java', 'Web Development', 'Data Analysis', 'Machine Learning']",2
20EEE0269,Danielle Cruz,7.17,8,['System Design'],['CSC Backend'],1,3,393,Placed,SUPER DREAM,94,69,10 LPA,138,Female,"['Machine Learning', 'C++', 'Database Management']",8
20EEE0018,Jesse Ingram,6.93,4,"['ML Engineer', 'Robotics']",['Cloud Engineer'],1,10,437,Not Placed,None,94,71,4 LPA,82,Male,"['Database Management', 'Python', 'Communication', 'Web Development', 'Machine Learning']",7
20CSE0242,Amanda Neal,7.7,6,"['UI Design', 'System Design', 'Hardware Engineer']",['ML Engineer'],1,6,146,Not Placed,None,63,83,60 LPA,82,Female,"['Machine Learning', 'C++']",2
20CSE0180,Amanda Johnson,9.93,6,"['ML/AI', 'Software Engineer']",['Cloud Engineer'],1,1,164,Placed,REGULAR,63,69,4 LPA,131,Male,"['Python', 'Java']",8
20EEE0316,Nathaniel Diaz,6.54,2,"['Software Engineer', 'Hardware Engineer']","['Cloud Engineer', 'CSC Frontend', 'VLSI', 'CSC Frontend']",4,5,479,Not Placed,None,97,63,60 LPA,132,Male,"['Java', 'Python']",10
20EEE0143,Travis James,9.67,3,"['ML/AI', 'Business Management']","['ML Engineer', 'CSC Backend']",2,1,206,Not Placed,None,62,60,15 LPA,134,Male,['Web Development'],6
20EEE0295,Brenda Lara,6.8,7,"['Robotics', 'Chip Design', 'ML Engineer']","['Chip Design', 'System Design']",2,1,419,Not Placed,None,68,72,15 LPA,139,Female,['Python'],7
20CSE0081,Chris Morris IV,6.28,4,"['UI Design', 'Cloud Engineer']","['Cloud Engineer', 'System Design', 'VLSI', 'ML Engineer']",4,3,306,Not Placed,None,86,68,15 LPA,139,Female,"['Data Analysis', 'Communication', 'Database Management']",2
20ECE0298,Randall Stevenson,9.13,9,"['UI Design', 'UI Design']",['Chip Design'],1,0,30,Placed,SUPER DREAM,91,98,15 LPA,109,Female,"['Java', 'C++', 'Database Management', 'Machine Learning', 'Data Analysis']",10
20CSE0243,Michelle Summers,6.28,5,"['ML Engineer', 'ML/AI']",['Cloud Engineer'],1,10,62,Not Placed,None,77,65,50 LPA,93,Male,"['Machine Learning', 'Database Management', 'Java', 'C++', 'Web Development']",1
20EEE0010,Patrick Goodwin,8.64,6,"['Business Management', 'UI Design']","['CSC Backend', 'CSC Backend', 'CSC Frontend', 'Cloud Engineer']",4,7,477,Not Placed,None,73,65,6 LPA,100,Male,"['Python', 'Database Management', 'Machine Learning', 'Web Development']",9
20CSE0201,Shannon Mclean,7.39,9,"['Business Management', 'UI Design', 'Cloud Engineer']","['ML Engineer', 'CSC Frontend', 'VLSI']",3,2,259,Not Placed,None,76,64,40 LPA,100,Male,"['C++', 'Data Analysis', 'Python', 'Database Management']",8
20EEE0163,Michelle Knox,9.7,6,"['ML/AI', 'Robotics']","['System Design', 'VLSI', 'System Design']",3,0,432,Not Placed,None,66,64,6 LPA,101,Male,"['Communication', 'Java', 'Machine Learning', 'Python', 'C++']",3
20ECE0124,Zachary Johnson,6.41,4,['Software Engineer'],"['CSC Frontend', 'Chip Design', 'CSC Frontend', 'CSC Backend']",4,7,337,Placed,DREAM,92,96,25 LPA,107,Female,['Python'],6
20ECE0068,Richard Smith,8.7,2,"['Cloud Engineer', 'Cloud Engineer', 'Hardware Engineer']","['CSC Backend', 'System Design']",2,10,199,Not Placed,None,95,88,90 LPA,91,Male,"['Data Analysis', 'Web Development', 'Database Management']",2
20ECE0206,Robert Mora,8.33,1,"['UI Design', 'Robotics']",['ML Engineer'],1,2,273,Not Placed,None,80,66,80 LPA,147,Female,"['Database Management', 'Data Analysis', 'Communication', 'Machine Learning']",5
20CSE0262,Stacy Holland,7.2,9,"['ML/AI', 'Chip Design']","['Chip Design', 'VLSI']",2,1,402,Not Placed,None,70,98,50 LPA,81,Female,['Python'],9
20CSE0301,Molly Reed,6.14,7,"['Chip Design', 'Software Engineer', 'Chip Design']","['System Design', 'CSC Frontend', 'VLSI', 'Chip Design']",4,2,346,Not Placed,None,100,71,40 LPA,82,Male,"['Machine Learning', 'Database Management']",10
20ECE0015,James Sharp,6.55,3,['Chip Design'],"['ML Engineer', 'CSC Backend']",2,2,82,Not Placed,None,70,75,4 LPA,136,Male,"['Python', 'Communication', 'Web Development', 'Machine Learning', 'Data Analysis']",1
20CSE0137,Dr. Paul Fuller,8.62,2,"['Business Management', 'System Design', 'Robotics']","['VLSI', 'System Design']",2,3,431,Placed,DREAM,85,67,6 LPA,112,Female,"['C++', 'Database Management', 'Communication', 'Python']",5
20EEE0326,Brandon Scott,7.17,9,"['Hardware Engineer', 'ML/AI', 'Robotics']","['Chip Design', 'ML Engineer']",2,3,35,Placed,REGULAR,93,85,10 LPA,99,Female,"['Java', 'Python', 'Web Development']",3
20ECE0010,Christopher Villa,8.0,4,"['ML/AI', 'ML/AI', 'Business Management']","['ML Engineer', 'Chip Design']",2,9,321,Not Placed,None,97,68,30 LPA,141,Male,"['Machine Learning', 'C++']",5
20ECE0007,Jason Walsh,9.07,5,"['ML Engineer', 'Chip Design', 'Hardware Engineer']",['CSC Frontend'],1,7,66,Not Placed,None,97,87,25 LPA,134,Female,"['Python', 'C++', 'Machine Learning', 'Data Analysis', 'Web Development']",3
20EEE0291,Glenn Reid,6.07,8,"['Software Engineer', 'ML/AI']",['CSC Backend'],1,4,70,Placed,SUPER DREAM,83,89,6 LPA,137,Male,['Web Development'],8
20EEE0274,David Juarez,9.47,7,"['ML Engineer', 'Robotics']",['System Design'],1,4,239,Placed,SUPER DREAM,98,65,25 LPA,146,Male,"['Java', 'Communication', 'Database Management', 'Web Development']",5
20EEE0256,John Walker,6.09,1,"['UI Design', 'Chip Design']",['System Design'],1,6,362,Not Placed,None,96,89,30 LPA,126,Male,"['Python', 'Data Analysis']",10
20ECE0183,Benjamin Wilson,6.33,2,"['UI Design', 'Business Management', 'Robotics']",['ML Engineer'],1,0,333,Not Placed,None,98,61,40 LPA,102,Male,"['Data Analysis', 'Communication', 'Machine Learning', 'Database Management']",4
20CSE0105,Aaron Cook,6.82,3,['ML Engineer'],"['VLSI', 'ML Engineer', 'Cloud Engineer']",3,0,109,Not Placed,None,80,81,70 LPA,134,Male,"['Communication', 'Java']",9
20CSE0278,Erica Hanna,6.43,9,['Hardware Engineer'],"['Chip Design', 'Cloud Engineer', 'ML Engineer', 'CSC Frontend']",4,6,267,Not Placed,None,96,65,20 LPA,137,Female,"['Python', 'Database Management', 'Data Analysis', 'Web Development', 'Communication']",3
20CSE0328,Cindy Cox,8.04,2,"['Chip Design', 'Cloud Engineer']","['Chip Design', 'VLSI', 'Chip Design']",3,6,105,Placed,SUPER DREAM,83,76,80 LPA,100,Male,"['Communication', 'Data Analysis']",1
20CSE0030,Kelly Moore,6.86,3,"['Software Engineer', 'Cloud Engineer', 'Robotics']","['ML Engineer', 'VLSI']",2,10,208,Not Placed,None,72,82,50 LPA,90,Female,"['C++', 'Data Analysis', 'Web Development', 'Communication']",6
20CSE0146,Angelica Clayton,6.1,10,['Chip Design'],"['System Design', 'Cloud Engineer']",2,4,303,Not Placed,None,65,92,60 LPA,107,Male,['Communication'],2
20ECE0008,Amanda Williams,7.95,8,"['ML/AI', 'ML Engineer', 'Robotics']","['Chip Design', 'ML Engineer']",2,2,308,Not Placed,None,87,94,20 LPA,138,Male,['Web Development'],9
20CSE0136,Sean Moore,9.99,2,['ML/AI'],"['System Design', 'Cloud Engineer', 'Cloud Engineer']",3,1,7,Not Placed,None,74,75,40 LPA,87,Male,"['Communication', 'Web Development']",3
20CSE0073,Paul Mitchell,6.57,4,"['Business Management', 'Cloud Engineer', 'Chip Design']","['ML Engineer', 'Cloud Engineer', 'Cloud Engineer']",3,9,42,Placed,DREAM,81,88,1 CR LPA,99,Female,"['Machine Learning', 'Communication', 'Java', 'Data Analysis']",9
20EEE0278,Karen Moran,6.57,1,"['Cloud Engineer', 'Robotics']","['CSC Backend', 'CSC Frontend', 'VLSI', 'ML Engineer']",4,7,307,Placed,DREAM,62,95,60 LPA,145,Female,['Python'],4
20CSE0321,Angela Allen,6.96,5,['Hardware Engineer'],['System Design'],1,2,260,Placed,REGULAR,99,87,1 CR LPA,90,Male,"['Communication', 'Java', 'Python', 'Web Development', 'Data Analysis']",3
20ECE0095,Melissa Maddox,7.07,8,['Cloud Engineer'],"['CSC Backend', 'Chip Design']",2,5,93,Not Placed,None,79,93,8 LPA,137,Female,"['Machine Learning', 'Communication', 'Python']",4
20EEE0266,Joseph Austin,6.07,3,"['Hardware Engineer', 'Business Management']","['VLSI', 'System Design', 'CSC Backend', 'CSC Frontend']",4,1,49,Not Placed,None,66,74,90 LPA,140,Male,"['Java', 'Python']",7
20EEE0072,Luke Myers,6.58,3,"['Software Engineer', 'Cloud Engineer']","['Cloud Engineer', 'Chip Design', 'Cloud Engineer']",3,5,189,Not Placed,None,73,93,15 LPA,131,Male,['Machine Learning'],2
20CSE0244,Christine Young,7.75,1,"['Software Engineer', 'Software Engineer']","['CSC Frontend', 'CSC Backend', 'CSC Frontend']",3,6,142,Not Placed,None,98,64,30 LPA,108,Male,"['Python', 'Java', 'Data Analysis', 'Communication', 'Machine Learning']",6
20ECE0065,Daniel Perez,7.47,9,"['Cloud Engineer', 'UI Design', 'Hardware Engineer']","['Cloud Engineer', 'Chip Design', 'Cloud Engineer']",3,2,24,Not Placed,None,99,80,30 LPA,97,Male,"['Data Analysis', 'Java', 'Python', 'C++', 'Web Development']",4
20ECE0287,Emily Boyd,7.6,7,"['Business Management', 'Hardware Engineer']",['VLSI'],1,3,266,Not Placed,None,89,60,90 LPA,121,Male,['Web Development'],8
20CSE0131,Kimberly Williams,7.45,10,"['Software Engineer', 'ML Engineer', 'System Design']","['ML Engineer', 'CSC Backend', 'CSC Backend', 'Cloud Engineer']",4,8,282,Not Placed,None,96,70,6 LPA,88,Female,"['Python', 'Java', 'Communication', 'C++']",6
20ECE0333,Jordan Brown,8.15,8,['Cloud Engineer'],"['Cloud Engineer', 'VLSI']",2,4,325,Not Placed,None,90,77,70 LPA,148,Male,"['Communication', 'Machine Learning']",8
20ECE0306,William Barrera,8.32,8,"['Cloud Engineer', 'UI Design', 'UI Design']","['CSC Frontend', 'System Design', 'ML Engineer']",3,4,319,Not Placed,None,71,97,30 LPA,98,Male,"['Communication', 'Machine Learning', 'Data Analysis', 'Web Development']",6
20ECE0138,Alicia Scott,9.11,2,['UI Design'],"['Chip Design', 'ML Engineer', 'Chip Design', 'Cloud Engineer']",4,1,255,Not Placed,None,61,99,20 LPA,96,Female,['C++'],4
20CSE0264,Stanley Garcia,6.42,5,['ML Engineer'],"['Chip Design', 'System Design', 'ML Engineer', 'CSC Frontend']",4,2,307,Not Placed,None,66,98,6 LPA,103,Female,"['Communication', 'C++']",2
20CSE0080,Lisa Gates,8.16,9,"['UI Design', 'UI Design']","['CSC Frontend', 'Cloud Engineer']",2,8,454,Not Placed,None,80,64,90 LPA,116,Female,['Machine Learning'],1
20EEE0213,Michael Adams,8.63,10,"['ML/AI', 'Robotics', 'Software Engineer']",['Cloud Engineer'],1,9,275,Not Placed,None,98,77,15 LPA,99,Female,"['Web Development', 'Database Management', 'C++', 'Java']",2
20ECE0175,Matthew Allen,7.71,6,"['System Design', 'Hardware Engineer', 'Hardware Engineer']","['Chip Design', 'Cloud Engineer', 'CSC Frontend']",3,10,348,Not Placed,None,100,100,80 LPA,128,Male,"['Machine Learning', 'Communication', 'Data Analysis', 'Web Development']",6
20EEE0019,Victoria Williams,7.25,4,"['UI Design', 'Chip Design']","['System Design', 'VLSI', 'VLSI']",3,7,132,Not Placed,None,96,95,15 LPA,109,Female,['Python'],5
20CSE0240,Jennifer Pearson,8.35,1,['Cloud Engineer'],"['ML Engineer', 'ML Engineer', 'Cloud Engineer', 'Chip Design']",4,2,107,Not Placed,None,67,81,10 LPA,82,Male,"['Java', 'Python']",5
20EEE0155,Stephanie Martinez,7.79,7,"['Chip Design', 'Hardware Engineer', 'UI Design']","['CSC Backend', 'CSC Backend']",2,3,468,Not Placed,None,71,86,60 LPA,123,Female,"['C++', 'Java', 'Database Management', 'Python', 'Machine Learning']",2
20EEE0239,Jennifer Washington DDS,9.65,8,"['Software Engineer', 'ML/AI']","['ML Engineer', 'CSC Backend', 'CSC Backend', 'CSC Frontend']",4,5,210,Placed,SUPER DREAM,64,63,90 LPA,82,Female,"['Database Management', 'Data Analysis']",6
20CSE0129,Sandy Ortega,8.6,7,"['System Design', 'Business Management', 'ML Engineer']","['VLSI', 'CSC Frontend']",2,5,323,Not Placed,None,96,72,40 LPA,129,Female,['Machine Learning'],8
20EEE0229,Charles Young,7.75,10,['Business Management'],"['ML Engineer', 'VLSI']",2,10,186,Not Placed,None,66,97,50 LPA,124,Male,"['Communication', 'Python']",10
20ECE0099,Barbara Thompson,9.08,8,"['System Design', 'ML Engineer']","['ML Engineer', 'CSC Backend', 'CSC Backend', 'Chip Design']",4,3,195,Placed,REGULAR,85,88,50 LPA,142,Female,"['Data Analysis', 'C++', 'Web Development', 'Python']",5
20ECE0058,Jeffery Guzman,9.91,1,['ML/AI'],['VLSI'],1,7,7,Placed,DREAM,70,81,30 LPA,112,Female,"['Data Analysis', 'Machine Learning', 'Communication', 'Web Development']",7
20EEE0112,Alexandra Davis,8.16,2,"['Software Engineer', 'Software Engineer', 'ML/AI']","['System Design', 'Cloud Engineer', 'System Design', 'CSC Frontend']",4,8,215,Not Placed,None,68,99,60 LPA,147,Male,"['Data Analysis', 'Python', 'Java']",2
20CSE0179,Heather Silva,8.18,4,"['ML/AI', 'Cloud Engineer', 'Robotics']","['CSC Frontend', 'CSC Backend', 'ML Engineer', 'Chip Design']",4,2,373,Not Placed,None,68,65,60 LPA,90,Female,"['Communication', 'Java', 'Database Management', 'Machine Learning']",10
20EEE0121,Eddie Riggs,9.58,8,"['Software Engineer', 'System Design', 'Hardware Engineer']","['CSC Backend', 'CSC Backend', 'VLSI']",3,2,311,Not Placed,None,60,61,40 LPA,133,Male,"['C++', 'Web Development', 'Machine Learning', 'Data Analysis']",9
20ECE0290,Timothy Molina,6.39,2,['ML/AI'],"['System Design', 'Cloud Engineer', 'CSC Frontend']",3,9,99,Placed,DREAM,74,60,80 LPA,139,Male,"['Python', 'Communication']",2
